Date,Open,High,Low,Close,Adj Close,Volume
2017-02-24,57.700001,57.91,57.32,57.810001,48.991505,16379100
2017-02-27,57.810001,58.25,57.709999,58.060001,49.203365,10101000
2017-02-28,57.990002,58.32,57.73,57.880001,49.050827,15558900
2017-03-01,59.110001,59.990002,59.09,59.73,50.61861,25912700
2017-03-02,59.779999,59.790001,58.57,58.709999,49.754215,17578600
2017-03-03,58.849998,59.240002,58.669998,58.889999,49.906754,14740000
2017-03-06,58.540001,58.880001,58.18,58.610001,49.669464,13225500
2017-03-07,58.43,58.52,58.02,58.299999,49.406757,13099900
2017-03-08,58.950001,59.130001,58.169998,58.209999,49.330479,14711300
2017-03-09,58.450001,58.869999,58.200001,58.700001,49.745739,15721500
2017-03-10,58.98,59.18,58.52,58.849998,49.872864,15120200
2017-03-13,58.830002,59.029999,58.52,58.700001,49.745739,14063500
2017-03-14,58.490002,58.810001,58.25,58.759998,49.796585,10885000
2017-03-15,58.900002,59.310001,58.360001,58.709999,49.754215,17777300
2017-03-16,58.860001,59.41,58.759998,59.32,50.27116,18468200
2017-03-17,59.369999,59.41,58.52,58.669998,49.72031,20985700
2017-03-20,58.470001,58.470001,57.619999,57.630001,48.838963,17663200
2017-03-21,57.93,57.959999,55.630001,55.849998,47.33049,31766400
2017-03-22,55.529999,55.57,54.849998,55.330002,46.889805,27740900
2017-03-23,55.23,55.990002,54.98,55.25,46.822014,19000000
2017-03-24,55.5,56.049999,55.220001,55.830002,47.313541,21127500
2017-03-27,54.630001,55.580002,54.240002,55.389999,46.940647,16854800
2017-03-28,55.349998,56.25,55.240002,55.959999,47.423695,14878900
2017-03-29,55.939999,56.09,55.549999,55.669998,47.177937,10329100
2017-03-30,55.68,56.43,55.610001,56.240002,47.660992,12106500
2017-03-31,56.02,56.18,55.619999,55.66,47.16946,11864600
2017-04-03,55.700001,55.82,54.790001,55.490002,47.025398,14550700
2017-04-04,55.299999,55.330002,54.98,55.200001,46.779629,11937400
2017-04-05,55.790001,56.200001,54.93,54.98,46.593204,17411700
2017-04-06,54.950001,55.650002,54.709999,55.369999,46.92371,10387500
2017-04-07,54.939999,55.310001,54.610001,54.84,46.474556,15848800
2017-04-10,54.990002,55.25,54.32,54.540001,46.220322,14607700
2017-04-11,54.23,54.259998,53.27,54.16,45.898277,28086800
2017-04-12,53.950001,54.02,53.049999,53.119999,45.016918,25601300
2017-04-13,51.799999,52.75,51.349998,51.349998,43.516922,47982000
2017-04-17,51.639999,52.759998,51.259998,52.720001,44.677948,31959100
2017-04-18,52.360001,52.669998,52.09,52.450001,44.449135,22257500
2017-04-19,52.880001,53.139999,52.049999,52.150002,44.194893,17414600
2017-04-20,52.720001,53.59,52.43,53.5,45.338959,31552900
2017-04-21,53.389999,53.84,52.950001,53.0,44.915237,26177300
2017-04-24,54.150002,54.34,53.59,53.650002,45.46608,23856700
2017-04-25,54.330002,55.09,54.290001,54.560001,46.237263,27061300
2017-04-26,54.599998,55.07,54.360001,54.540001,46.220322,15915500
2017-04-27,54.540001,54.650002,53.91,54.439999,46.135567,13978000
2017-04-28,54.330002,54.580002,53.73,53.84,45.627098,16501900
2017-05-01,54.099998,54.75,53.970001,54.459999,46.152523,13915800
2017-05-02,54.459999,54.610001,54.060001,54.540001,46.220322,15634900
2017-05-03,54.009998,54.889999,53.950001,54.849998,46.809162,15737100
2017-05-04,55.27,55.599998,54.869999,55.18,47.090801,17054100
2017-05-05,55.25,55.389999,54.880001,55.110001,47.03104,13078800
2017-05-08,55.119999,55.290001,54.75,55.040001,46.971313,14242800
2017-05-09,55.139999,55.369999,54.450001,54.68,46.664085,14402900
2017-05-10,54.43,54.91,54.360001,54.720001,46.698227,15897200
2017-05-11,54.279999,54.419998,53.060001,53.740002,45.861885,32200100
2017-05-12,53.299999,53.32,52.540001,53.02,45.247433,29642300
2017-05-15,53.060001,53.419998,53.02,53.32,45.503464,15245000
2017-05-16,53.400002,53.439999,52.950001,53.259998,45.452259,12650100
